Municipality,Province,Latitude,Longitude,Month,Mean daily global insolation (kWh/m2) : S WITH 90,Mean daily global insolation (kWh/m2): S WITH LAT,Mean daily global insolation (kWh/m2): S WITH LAT + 15,Mean daily global insolation (kWh/m2): S WITH LAT - 15,Mean daily global insolation (kWh/m2): 2 AXIS TRACK,Mean daily global insolation (kWh/m2): S WITH 0
Muskeg River,Alberta,53.92,-118.65,May,3.18,5,4.36,5.41,8.12,5.53
Muskeg River,Alberta,53.92,-118.65,November,2.85,2.78,2.92,2.48,3.28,0.94
Muskeg River,Alberta,53.92,-118.65,October,3.53,3.87,3.88,3.63,4.76,1.93
Muskeg River,Alberta,53.92,-118.65,September,3.69,4.66,4.42,4.65,6.31,3.29
Nahanni Butte,Northwest,61.04,-123.38,Annual,3.17,3.81,3.55,3.87,5.61,2.84
Nahanni Butte,Northwest,61.04,-123.38,April,4.72,5.85,5.4,6,8.72,4.35
Nahanni Butte,Northwest,61.04,-123.38,August,3.55,4.64,4.14,4.91,7.18,4.16
Nahanni Butte,Northwest,61.04,-123.38,December,1.2,1.11,1.19,0.96,1.26,0.19
Nahanni Butte,Northwest,61.04,-123.38,February,3.48,3.43,3.55,3.11,4.04,1.04
Nahanni Butte,Northwest,61.04,-123.38,January,1.7,1.6,1.7,1.4,1.83,0.33
Nahanni Butte,Northwest,61.04,-123.38,July,3.48,4.93,4.24,5.41,8.61,5.5
Nahanni Butte,Northwest,61.04,-123.38,June,3.63,5.3,4.51,5.88,9.7,6.01
Nahanni Butte,Northwest,61.04,-123.38,March,4.95,5.32,5.26,5.09,6.85,2.6
Nahanni Butte,Northwest,61.04,-123.38,May,3.77,5.26,4.58,5.7,8.87,5.51
Nahanni Butte,Northwest,61.04,-123.38,November,1.88,1.81,1.89,1.61,2.06,0.45
Nahanni Butte,Northwest,61.04,-123.38,October,2.43,2.56,2.56,2.42,3.05,1.18
Nahanni Butte,Northwest,61.04,-123.38,September,3.34,3.87,3.66,3.89,5.13,2.6
Nail Pond,Prince Edward Island,46.98,-64.06,Annual,3.1,4.14,3.93,4.14,5.66,3.36
Nail Pond,Prince Edward Island,46.98,-64.06,April,3.12,4.62,4.26,4.77,6.32,4.25
Nail Pond,Prince Edward Island,46.98,-64.06,August,2.99,4.91,4.41,5.17,7.12,4.8
Nail Pond,Prince Edward Island,46.98,-64.06,December,2.62,2.47,2.66,2.15,2.99,1.01
Nail Pond,Prince Edward Island,46.98,-64.06,February,4.23,4.34,4.51,3.95,5.34,2.26
Nail Pond,Prince Edward Island,46.98,-64.06,January,3.62,3.42,3.67,2.98,4.19,1.35
Nail Pond,Prince Edward Island,46.98,-64.06,July,2.69,4.92,4.27,5.37,7.55,5.44
Nail Pond,Prince Edward Island,46.98,-64.06,June,2.62,4.97,4.27,5.48,7.87,5.59
Nail Pond,Prince Edward Island,46.98,-64.06,March,4.21,5.01,4.94,4.84,6.41,3.41
Nail Pond,Prince Edward Island,46.98,-64.06,May,2.74,4.83,4.23,5.2,7.23,5.06
Nail Pond,Prince Edward Island,46.98,-64.06,November,2.36,2.43,2.53,2.2,2.9,1.29
Nail Pond,Prince Edward Island,46.98,-64.06,October,2.9,3.39,3.39,3.21,4.19,2.19
Nail Pond,Prince Edward Island,46.98,-64.06,September,3.15,4.34,4.11,4.34,5.77,3.57
Nanisivik,Nunavut,73.03,-84.55,Annual,3.14,3.37,3.16,3.44,5.24,2.44
Nanisivik,Nunavut,73.03,-84.55,April,7.47,7.78,7.54,7.66,11.83,4.09
Nanisivik,Nunavut,73.03,-84.55,August,3.09,3.49,3.11,3.72,5.32,3.22
Nanisivik,Nunavut,73.03,-84.55,December,0,0,0,0,0,0
Nanisivik,Nunavut,73.03,-84.55,February,1.61,1.56,1.6,1.43,1.7,0.25
Nanisivik,Nunavut,73.03,-84.55,January,0,0,0,0,0,0.01
Nanisivik,Nunavut,73.03,-84.55,July,4.11,4.85,4.17,5.35,8.83,5.32
Nanisivik,Nunavut,73.03,-84.55,June,5.53,6.33,5.62,6.85,11.52,6.57
Nanisivik,Nunavut,73.03,-84.55,March,5.26,5.27,5.28,4.97,6.68,1.54
Nanisivik,Nunavut,73.03,-84.55,May,7.25,7.75,7.33,7.9,12.76,6.3
Nanisivik,Nunavut,73.03,-84.55,November,0.09,0.08,0.09,0.07,0.1,0.04
Nanisivik,Nunavut,73.03,-84.55,October,1.46,1.43,1.45,1.33,1.66,0.41
Nanisivik,Nunavut,73.03,-84.55,September,2.25,2.37,2.26,2.37,2.93,1.44
Naujaat,Nunavut,66.53,-86.25,Annual,3.6,3.99,3.79,4.01,5.83,2.71
Naujaat,Nunavut,66.53,-86.25,April,7.4,7.83,7.64,7.69,11.49,4.62
Naujaat,Nunavut,66.53,-86.25,August,3.27,4.06,3.62,4.32,6.2,3.66
Naujaat,Nunavut,66.53,-86.25,December,0.22,0.21,0.22,0.19,0.22,0.04
Naujaat,Nunavut,66.53,-86.25,February,3.5,3.37,3.51,3.04,3.91,0.72
Naujaat,Nunavut,66.53,-86.25,January,0.79,0.74,0.78,0.65,0.8,0.12
Naujaat,Nunavut,66.53,-86.25,July,3.75,4.93,4.23,5.42,8.59,5.38
Naujaat,Nunavut,66.53,-86.25,June,4.78,6.07,5.29,6.63,10.58,6.33
Naujaat,Nunavut,66.53,-86.25,March,6.52,6.56,6.63,6.15,8.42,2.38
Naujaat,Nunavut,66.53,-86.25,May,6.71,7.57,7.09,7.8,11.99,6.2
Naujaat,Nunavut,66.53,-86.25,November,1.28,1.21,1.27,1.08,1.34,0.21
Naujaat,Nunavut,66.53,-86.25,October,2.42,2.39,2.44,2.23,2.74,0.82
Naujaat,Nunavut,66.53,-86.25,September,2.63,2.9,2.75,2.92,3.66,1.97
Nelway,BC,49,-117.28,Annual,2.9,4.06,3.79,4.11,5.79,3.59
Nelway,BC,49,-117.28,April,3.22,4.86,4.44,5.02,6.92,4.51
Nelway,BC,49,-117.28,August,3.41,5.56,4.97,5.84,8.42,5.61
Nelway,BC,49,-117.28,December,1.64,1.6,1.69,1.42,1.89,0.91
Nelway,BC,49,-117.28,February,2.59,2.83,2.87,2.64,3.4,1.88
Nelway,BC,49,-117.28,January,2.06,2.03,2.14,1.81,2.4,1.1
Nelway,BC,49,-117.28,July,3.09,5.69,4.89,6.21,9.41,6.5
Nelway,BC,49,-117.28,June,2.82,5.26,4.49,5.8,8.73,6.09
Nelway,BC,49,-117.28,March,3.37,4.18,4.08,4.08,5.36,3.18
Nelway,BC,49,-117.28,May,2.76,4.8,4.19,5.19,7.44,5.61
Nelway,BC,49,-117.28,November,2.27,2.32,2.42,2.08,2.81,1.18
Nelway,BC,49,-117.28,October,3.55,4.09,4.1,3.84,5.19,2.41
Nelway,BC,49,-117.28,September,4.03,5.4,5.14,5.36,7.38,3.95
Nemiscau,Quebec,51.7,-76.25,Annual,3.3,4.14,3.95,4.13,5.76,3.22
Nemiscau,Quebec,51.7,-76.25,April,4.58,6.05,5.65,6.16,8.46,4.88
Nemiscau,Quebec,51.7,-76.25,August,2.86,4.38,3.91,4.63,6.53,4.33
Nemiscau,Quebec,51.7,-76.25,December,2.77,2.55,2.76,2.2,3.06,0.8
Nemiscau,Quebec,51.7,-76.25,February,5.09,5.05,5.28,4.54,6.24,2.16
Nemiscau,Quebec,51.7,-76.25,January,3.69,3.44,3.7,2.99,4.17,1.12
Nemiscau,Quebec,51.7,-76.25,July,2.75,4.63,4,5.07,7.5,5.28
Nemiscau,Quebec,51.7,-76.25,June,2.84,4.85,4.15,5.34,7.92,5.61
Nemiscau,Quebec,51.7,-76.25,March,5.5,6.13,6.11,5.84,7.97,3.6
Nemiscau,Quebec,51.7,-76.25,May,3.28,5.17,4.53,5.56,7.99,5.39
Nemiscau,Quebec,51.7,-76.25,November,1.92,1.92,2,1.74,2.23,0.93
Nemiscau,Quebec,51.7,-76.25,October,2.08,2.38,2.35,2.3,2.86,1.63
Nemiscau,Quebec,51.7,-76.25,September,2.42,3.23,3.03,3.27,4.25,2.82
Nestor Falls,Ontario,49.11,-93.93,Annual,3.49,4.57,4.35,4.57,6.5,3.57
Nestor Falls,Ontario,49.11,-93.93,April,4.12,5.99,5.53,6.15,8.68,4.93
Nestor Falls,Ontario,49.11,-93.93,August,3.2,5.14,4.61,5.43,7.84,5.03
Nestor Falls,Ontario,49.11,-93.93,December,3.14,2.9,3.14,2.5,3.54,1.05
Nestor Falls,Ontario,49.11,-93.93,February,4.61,4.67,4.86,4.23,5.78,2.35
Nestor Falls,Ontario,49.11,-93.93,January,3.87,3.63,3.91,3.16,4.44,1.4
Nestor Falls,Ontario,49.11,-93.93,July,2.96,5.38,4.63,5.89,8.94,6.02
Nestor Falls,Ontario,49.11,-93.93,June,2.82,5.2,4.44,5.74,8.72,5.86
Nestor Falls,Ontario,49.11,-93.93,March,4.92,5.74,5.67,5.52,7.45,3.68
Nestor Falls,Ontario,49.11,-93.93,May,3.22,5.58,4.87,6.03,8.97,5.65
Nestor Falls,Ontario,49.11,-93.93,November,2.78,2.77,2.91,2.49,3.33,1.27
Nestor Falls,Ontario,49.11,-93.93,October,3.08,3.53,3.53,3.33,4.41,2.14
Nestor Falls,Ontario,49.11,-93.93,September,3.22,4.34,4.11,4.35,5.88,3.41
New Dundee,Ontario,43.35,-80.54,Annual,2.84,4.16,3.92,4.21,5.83,3.67
New Dundee,Ontario,43.35,-80.54,April,3.13,5.04,4.63,5.19,7.08,4.41
New Dundee,Ontario,43.35,-80.54,August,2.84,5.09,4.58,5.38,7.5,5.19
New Dundee,Ontario,43.35,-80.54,December,2.16,2.14,2.26,1.91,2.53,1.21
New Dundee,Ontario,43.35,-80.54,February,3.53,3.79,3.91,3.51,4.6,2.51
New Dundee,Ontario,43.35,-80.54,January,2.64,2.62,2.77,2.35,3.16,1.58
New Dundee,Ontario,43.35,-80.54,July,2.56,5.35,4.63,5.88,8.69,6.1
New Dundee,Ontario,43.35,-80.54,June,2.52,5.4,4.63,5.96,8.82,6.04
New Dundee,Ontario,43.35,-80.54,March,3.58,4.52,4.43,4.39,5.73,3.58
New Dundee,Ontario,43.35,-80.54,May,2.64,5.15,4.51,5.56,7.87,5.45
New Dundee,Ontario,43.35,-80.54,November,2.28,2.44,2.53,2.22,2.92,1.41
New Dundee,Ontario,43.35,-80.54,October,3.2,3.86,3.86,3.64,4.82,2.59
New Dundee,Ontario,43.35,-80.54,September,3.11,4.56,4.32,4.55,6.16,3.93
New Hamburg,Ontario,43.38,-80.71,Annual,2.84,4.16,3.92,4.21,5.83,3.67
New Hamburg,Ontario,43.38,-80.71,April,3.15,5.06,4.65,5.21,7.11,4.41
New Hamburg,Ontario,43.38,-80.71,August,2.84,5.09,4.58,5.37,7.5,5.19
New Hamburg,Ontario,43.38,-80.71,December,2.14,2.12,2.24,1.9,2.51,1.21
New Hamburg,Ontario,43.38,-80.71,February,3.53,3.8,3.91,3.51,4.6,2.51
New Hamburg,Ontario,43.38,-80.71,January,2.61,2.59,2.74,2.33,3.12,1.58
New Hamburg,Ontario,43.38,-80.71,July,2.56,5.36,4.63,5.88,8.71,6.1
New Hamburg,Ontario,43.38,-80.71,June,2.53,5.4,4.63,5.97,8.84,6.04
New Hamburg,Ontario,43.38,-80.71,March,3.6,4.54,4.45,4.41,5.76,3.58
New Hamburg,Ontario,43.38,-80.71,May,2.64,5.16,4.52,5.57,7.9,5.45
New Hamburg,Ontario,43.38,-80.71,November,2.27,2.43,2.52,2.21,2.91,1.41
New Hamburg,Ontario,43.38,-80.71,October,3.19,3.85,3.86,3.63,4.81,2.58
New Hamburg,Ontario,43.38,-80.71,September,3.1,4.54,4.3,4.53,6.14,3.91
Newmans Cove,Newfoundland and Labrador,48.59,-53.19,Annual,2.57,3.43,3.24,3.47,4.59,3.09
Newmans Cove,Newfoundland and Labrador,48.59,-53.19,April,2.83,4.02,3.71,4.17,5.3,3.97
Newmans Cove,Newfoundland and Labrador,48.59,-53.19,August,2.75,4.38,3.93,4.63,6.23,4.48
Newmans Cove,Newfoundland and Labrador,48.59,-53.19,December,1.83,1.76,1.88,1.56,2.07,0.82
Newmans Cove,Newfoundland and Labrador,48.59,-53.19,February,3.19,3.3,3.41,3.04,3.98,1.91
Newmans Cove,Newfoundland and Labrador,48.59,-53.19,January,2.4,2.33,2.47,2.07,2.77,1.1
Newmans Cove,Newfoundland and Labrador,48.59,-53.19,July,2.57,4.52,3.93,4.93,6.77,5.25
Newmans Cove,Newfoundland and Labrador,48.59,-53.19,June,2.38,4.23,3.67,4.65,6.37,5.36
Newmans Cove,Newfoundland and Labrador,48.59,-53.19,March,3.5,4.13,4.06,4.01,5.14,3.04
Newmans Cove,Newfoundland and Labrador,48.59,-53.19,May,2.39,4.01,3.54,4.34,5.83,4.76
Newmans Cove,Newfoundland and Labrador,48.59,-53.19,November,1.89,1.97,2.03,1.8,2.3,1.1
Newmans Cove,Newfoundland and Labrador,48.59,-53.19,October,2.37,2.78,2.75,2.65,3.36,1.95
Newmans Cove,Newfoundland and Labrador,48.59,-53.19,September,2.77,3.76,3.55,3.78,4.87,3.32
Notre Dame de Lourdes,Manitoba,49.53,-98.56,Annual,3.69,4.79,4.56,4.78,6.82,3.64
Notre Dame de Lourdes,Manitoba,49.53,-98.56,April,4.09,5.9,5.45,6.05,8.55,4.91
Notre Dame de Lourdes,Manitoba,49.53,-98.56,August,3.49,5.53,4.95,5.82,8.44,5.19
Notre Dame de Lourdes,Manitoba,49.53,-98.56,December,3.31,3.06,3.31,2.64,3.71,1.04
Notre Dame de Lourdes,Manitoba,49.53,-98.56,February,4.7,4.76,4.96,4.32,5.88,2.31
Notre Dame de Lourdes,Manitoba,49.53,-98.56,January,3.96,3.71,3.99,3.23,4.52,1.38
Notre Dame de Lourdes,Manitoba,49.53,-98.56,July,3.17,5.71,4.92,6.26,9.54,6.19
Notre Dame de Lourdes,Manitoba,49.53,-98.56,June,2.99,5.51,4.71,6.1,9.26,6.04
Notre Dame de Lourdes,Manitoba,49.53,-98.56,March,4.91,5.67,5.62,5.43,7.37,3.62
Notre Dame de Lourdes,Manitoba,49.53,-98.56,May,3.27,5.63,4.93,6.1,9.04,5.73
Notre Dame de Lourdes,Manitoba,49.53,-98.56,November,3.16,3.13,3.29,2.78,3.78,1.31
Notre Dame de Lourdes,Manitoba,49.53,-98.56,October,3.61,4.08,4.1,3.82,5.11,2.24
Notre Dame de Lourdes,Manitoba,49.53,-98.56,September,3.63,4.82,4.57,4.81,6.55,3.61
Old Crow,Yukon,67.57,-139.84,Annual,3.02,3.44,3.18,3.53,5.15,2.44
Old Crow,Yukon,67.57,-139.84,April,5.54,6.24,5.82,6.31,9.16,4.1
Old Crow,Yukon,67.57,-139.84,August,3.38,4.09,3.66,4.35,6.15,3.41
Old Crow,Yukon,67.57,-139.84,December,0.41,0.41,0.4,0.34,0.39,0.04
Old Crow,Yukon,67.57,-139.84,February,2.56,2.44,2.53,2.22,2.84,0.56
Old Crow,Yukon,67.57,-139.84,January,0.77,0.69,0.75,0.61,0.77,0.09
Old Crow,Yukon,67.57,-139.84,July,3.97,5.09,4.37,5.56,8.71,4.89
Old Crow,Yukon,67.57,-139.84,June,4.34,5.63,4.78,6.19,10.24,5.87
Old Crow,Yukon,67.57,-139.84,March,5.13,5.23,5.2,4.99,6.67,1.95
Old Crow,Yukon,67.57,-139.84,May,4.8,5.93,5.19,6.36,10.08,5.49
Old Crow,Yukon,67.57,-139.84,November,0.75,0.72,0.74,0.66,0.79,0.14
Old Crow,Yukon,67.57,-139.84,October,1.84,1.83,1.84,1.73,2.03,0.67
Old Crow,Yukon,67.57,-139.84,September,2.75,3,2.81,3.04,3.88,1.94
Ootsa Lake,BC,53.8,-126.05,Annual,2.78,3.66,3.41,3.73,5.21,3.14
Ootsa Lake,BC,53.8,-126.05,April,3.4,4.78,4.35,4.98,6.92,4.55
Ootsa Lake,BC,53.8,-126.05,August,3.35,4.96,4.45,5.24,7.5,4.74
Ootsa Lake,BC,53.8,-126.05,December,1.49,1.41,1.51,1.25,1.64,0.48
Ootsa Lake,BC,53.8,-126.05,February,2.8,2.93,2.99,2.71,3.48,1.52
Ootsa Lake,BC,53.8,-126.05,January,1.92,1.85,1.96,1.65,2.17,0.67
Ootsa Lake,BC,53.8,-126.05,July,3.06,4.99,4.31,5.46,8.11,5.67
Ootsa Lake,BC,53.8,-126.05,June,2.92,4.82,4.14,5.33,8.05,5.71
Ootsa Lake,BC,53.8,-126.05,March,3.57,4.24,4.11,4.13,5.41,2.96
Ootsa Lake,BC,53.8,-126.05,May,3,4.7,4.1,5.1,7.35,5.34
Ootsa Lake,BC,53.8,-126.05,November,1.87,1.86,1.95,1.67,2.19,0.82
Ootsa Lake,BC,53.8,-126.05,October,2.59,2.92,2.9,2.77,3.62,1.8
Ootsa Lake,BC,53.8,-126.05,September,3.4,4.41,4.17,4.38,5.95,3.37
Osnaburgh House,Ontario,51.14,-90.27,Annual,3.39,4.32,4.11,4.31,6.07,3.38
Osnaburgh House,Ontario,51.14,-90.27,April,4.44,6.11,5.68,6.24,8.73,4.9
Osnaburgh House,Ontario,51.14,-90.27,August,3.08,4.76,4.25,5.02,7.18,4.69
Osnaburgh House,Ontario,51.14,-90.27,December,3.01,2.77,3,2.38,3.34,0.88
Osnaburgh House,Ontario,51.14,-90.27,February,4.65,4.64,4.85,4.19,5.73,2.15
Osnaburgh House,Ontario,51.14,-90.27,January,3.72,3.47,3.73,3,4.21,1.19
Osnaburgh House,Ontario,51.14,-90.27,July,2.94,5.08,4.36,5.56,8.36,5.78
Osnaburgh House,Ontario,51.14,-90.27,June,2.77,4.88,4.16,5.37,8.09,5.78
Osnaburgh House,Ontario,51.14,-90.27,March,5.08,5.72,5.69,5.47,7.44,3.56
Osnaburgh House,Ontario,51.14,-90.27,May,3.2,5.28,4.61,5.69,8.32,5.61
Osnaburgh House,Ontario,51.14,-90.27,November,2.47,2.43,2.56,2.18,2.89,1.07
Osnaburgh House,Ontario,51.14,-90.27,October,2.6,2.95,2.94,2.81,3.59,1.84
Osnaburgh House,Ontario,51.14,-90.27,September,2.83,3.74,3.53,3.76,4.98,3.08
Oyster Bed Bridge,Prince Edward Island,46.39,-63.24,Annual,2.96,4.04,3.83,4.05,5.52,3.39
Oyster Bed Bridge,Prince Edward Island,46.39,-63.24,April,3,4.5,4.14,4.66,6.15,4.26
Oyster Bed Bridge,Prince Edward Island,46.39,-63.24,August,2.95,4.9,4.41,5.16,7.07,4.85
Oyster Bed Bridge,Prince Edward Island,46.39,-63.24,December,2.29,2.18,2.34,1.91,2.64,1.02
Oyster Bed Bridge,Prince Edward Island,46.39,-63.24,February,3.99,4.13,4.28,3.78,5.06,2.28
Oyster Bed Bridge,Prince Edward Island,46.39,-63.24,January,3.2,3.06,3.27,2.69,3.74,1.36
Oyster Bed Bridge,Prince Edward Island,46.39,-63.24,July,2.7,5.01,4.35,5.46,7.68,5.54
Oyster Bed Bridge,Prince Edward Island,46.39,-63.24,June,2.6,5,4.29,5.5,7.83,5.61
Oyster Bed Bridge,Prince Edward Island,46.39,-63.24,March,4.03,4.84,4.77,4.69,6.2,3.43
Oyster Bed Bridge,Prince Edward Island,46.39,-63.24,May,2.67,4.76,4.17,5.12,7.04,5.03
Oyster Bed Bridge,Prince Edward Island,46.39,-63.24,November,2.24,2.34,2.44,2.13,2.8,1.31
Oyster Bed Bridge,Prince Edward Island,46.39,-63.24,October,2.84,3.36,3.36,3.19,4.17,2.26
Oyster Bed Bridge,Prince Edward Island,46.39,-63.24,September,3.12,4.36,4.13,4.36,5.81,3.64
Pakenham,Ontario,45.33,-76.29,Annual,3.2,4.41,4.19,4.42,6.14,3.6
Pakenham,Ontario,45.33,-76.29,April,3.31,5.15,4.74,5.31,7.2,4.55
Pakenham,Ontario,45.33,-76.29,August,3.04,5.18,4.65,5.46,7.66,5.03
Pakenham,Ontario,45.33,-76.29,December,2.79,2.64,2.84,2.3,3.2,1.16
Pakenham,Ontario,45.33,-76.29,February,4.49,4.63,4.83,4.21,5.74,2.5
Pakenham,Ontario,45.33,-76.29,January,3.53,3.37,3.61,2.95,4.12,1.53
Pakenham,Ontario,45.33,-76.29,July,2.76,5.43,4.68,5.93,8.66,5.94
Pakenham,Ontario,45.33,-76.29,June,2.66,5.33,4.55,5.86,8.56,5.95
Pakenham,Ontario,45.33,-76.29,March,4.45,5.4,5.33,5.2,6.98,3.65
Pakenham,Ontario,45.33,-76.29,May,2.81,5.22,4.56,5.62,7.96,5.39
Pakenham,Ontario,45.33,-76.29,November,2.44,2.53,2.64,2.29,3.02,1.33
Pakenham,Ontario,45.33,-76.29,October,3.1,3.65,3.66,3.44,4.52,2.36
Pakenham,Ontario,45.33,-76.29,September,3.16,4.46,4.23,4.46,5.99,3.76
Pakwaw Lake,Saskatchewan,53.48,-102.63,Annual,3.58,4.52,4.28,4.52,6.51,3.42
Pakwaw Lake,Saskatchewan,53.48,-102.63,April,4.41,6,5.54,6.14,8.77,4.91
Pakwaw Lake,Saskatchewan,53.48,-102.63,August,3.55,5.31,4.74,5.6,8.26,4.85
Pakwaw Lake,Saskatchewan,53.48,-102.63,December,2.69,2.47,2.67,2.13,2.96,0.72
Pakwaw Lake,Saskatchewan,53.48,-102.63,February,4.55,4.55,4.74,4.11,5.56,1.98
Pakwaw Lake,Saskatchewan,53.48,-102.63,January,3.32,3.11,3.34,2.7,3.75,1.02
Pakwaw Lake,Saskatchewan,53.48,-102.63,July,3.25,5.42,4.65,5.94,9.3,5.97
Pakwaw Lake,Saskatchewan,53.48,-102.63,June,3.21,5.43,4.61,5.99,9.39,6.1
Pakwaw Lake,Saskatchewan,53.48,-102.63,March,5.18,5.78,5.75,5.52,7.51,3.46
Pakwaw Lake,Saskatchewan,53.48,-102.63,May,3.47,5.52,4.81,5.96,8.91,5.8
Pakwaw Lake,Saskatchewan,53.48,-102.63,November,2.8,2.71,2.87,2.41,3.27,1.01
Pakwaw Lake,Saskatchewan,53.48,-102.63,October,3.21,3.56,3.57,3.35,4.46,1.92
Pakwaw Lake,Saskatchewan,53.48,-102.63,September,3.38,4.37,4.13,4.36,5.96,3.24
Panet,Quebec,46.58,-70.08,Annual,3.02,4.08,3.88,4.1,5.65,3.39
Panet,Quebec,46.58,-70.08,April,3.28,4.93,4.53,5.09,6.79,4.35
Panet,Quebec,46.58,-70.08,August,2.83,4.71,4.23,4.96,6.88,4.72
Panet,Quebec,46.58,-70.08,December,2.56,2.43,2.61,2.13,2.94,1.11
Panet,Quebec,46.58,-70.08,February,4.1,4.23,4.39,3.86,5.23,2.39
Panet,Quebec,46.58,-70.08,January,3.17,3.03,3.24,2.67,3.69,1.46
Panet,Quebec,46.58,-70.08,July,2.58,4.87,4.21,5.33,7.68,5.47
Panet,Quebec,46.58,-70.08,June,2.48,4.76,4.09,5.26,7.63,5.55
Panet,Quebec,46.58,-70.08,March,4.25,5.1,5.02,4.93,6.54,3.53
Panet,Quebec,46.58,-70.08,May,2.76,4.92,4.32,5.32,7.58,5.16
Panet,Quebec,46.58,-70.08,November,2.41,2.48,2.59,2.24,2.99,1.31
Panet,Quebec,46.58,-70.08,October,2.84,3.35,3.34,3.17,4.17,2.18
Panet,Quebec,46.58,-70.08,September,3.02,4.22,3.99,4.23,5.63,3.4
Pangnirtung,Nunavut,66.14,-65.72,Annual,3.53,3.81,3.65,3.81,5.47,2.51
Pangnirtung,Nunavut,66.14,-65.72,April,7.33,7.67,7.5,7.55,11.08,4.39
Pangnirtung,Nunavut,66.14,-65.72,August,2.92,3.58,3.18,3.81,5.51,3.32
Pangnirtung,Nunavut,66.14,-65.72,December,0.64,0.58,0.63,0.49,0.65,0.06
Pangnirtung,Nunavut,66.14,-65.72,February,4,3.82,3.99,3.43,4.49,0.68
Pangnirtung,Nunavut,66.14,-65.72,January,1.48,1.36,1.46,1.18,1.54,0.15
Pangnirtung,Nunavut,66.14,-65.72,July,3.44,4.51,3.88,4.97,8.01,4.93
Pangnirtung,Nunavut,66.14,-65.72,June,3.9,4.92,4.28,5.4,8.68,5.84
Pangnirtung,Nunavut,66.14,-65.72,March,6.46,6.48,6.54,6.1,8.31,2.27
Pangnirtung,Nunavut,66.14,-65.72,May,6.03,6.57,6.2,6.79,9.86,5.63
Pangnirtung,Nunavut,66.14,-65.72,November,1.63,1.52,1.6,1.33,1.71,0.19
Pangnirtung,Nunavut,66.14,-65.72,October,2.23,2.17,2.21,2.02,2.46,0.72
Pangnirtung,Nunavut,66.14,-65.72,September,2.38,2.58,2.43,2.61,3.32,1.88
Parson,BC,51.07,-116.63,Annual,3.25,4.32,4.06,4.36,6.18,3.56
Parson,BC,51.07,-116.63,April,3.77,5.39,4.95,5.56,7.77,4.77
Parson,BC,51.07,-116.63,August,3.43,5.39,4.82,5.68,8.24,5.39
Parson,BC,51.07,-116.63,December,2.06,1.95,2.09,1.71,2.31,0.81
Parson,BC,51.07,-116.63,February,3.44,3.61,3.7,3.33,4.37,1.9
Parson,BC,51.07,-116.63,January,2.45,2.37,2.51,2.09,2.82,1.02
Parson,BC,51.07,-116.63,July,3.22,5.66,4.86,6.18,9.45,6.39
Parson,BC,51.07,-116.63,June,3.07,5.46,4.66,6.03,9.24,6.21
Parson,BC,51.07,-116.63,March,4.07,4.83,4.73,4.68,6.19,3.36
Parson,BC,51.07,-116.63,May,3.04,5.08,4.43,5.51,8.1,5.69
Parson,BC,51.07,-116.63,November,2.83,2.81,2.95,2.51,3.37,1.12
Parson,BC,51.07,-116.63,October,3.69,4.14,4.16,3.88,5.22,2.24
Parson,BC,51.07,-116.63,September,3.96,5.16,4.9,5.12,7.03,3.71
Paulatuk,Northwest,69.35,-124.07,Annual,3.21,3.56,3.34,3.62,5.77,2.53
Paulatuk,Northwest,69.35,-124.07,April,7.18,7.59,7.32,7.52,11.53,4.14
Paulatuk,Northwest,69.35,-124.07,August,3.27,3.96,3.53,4.21,6.64,3.44
Paulatuk,Northwest,69.35,-124.07,December,0.05,0.05,0.05,0.04,0.04,0.01
Paulatuk,Northwest,69.35,-124.07,February,2.67,2.59,2.68,2.35,2.93,0.46
Paulatuk,Northwest,69.35,-124.07,January,0.2,0.19,0.2,0.17,0.21,0.04
Paulatuk,Northwest,69.35,-124.07,July,3.89,4.94,4.25,5.44,10.08,5.41
Paulatuk,Northwest,69.35,-124.07,June,4.46,5.56,4.81,6.13,12.15,6.46
Paulatuk,Northwest,69.35,-124.07,March,6.35,6.41,6.42,6.05,8.29,1.92
Paulatuk,Northwest,69.35,-124.07,May,5.83,6.5,6.05,6.74,11.07,5.84
Paulatuk,Northwest,69.35,-124.07,November,0.53,0.51,0.53,0.46,0.55,0.09
Paulatuk,Northwest,69.35,-124.07,October,1.71,1.71,1.72,1.61,1.91,0.58
Paulatuk,Northwest,69.35,-124.07,September,2.43,2.71,2.55,2.72,3.68,1.83
Pelly Crossing,Yukon,62.82,-136.57,Annual,3.05,3.63,3.37,3.71,5.26,2.65
Pelly Crossing,Yukon,62.82,-136.57,April,4.84,5.85,5.39,5.99,8.56,4.29
Pelly Crossing,Yukon,62.82,-136.57,August,3.56,4.61,4.12,4.88,6.9,3.87
Pelly Crossing,Yukon,62.82,-136.57,December,0.86,0.81,0.86,0.71,0.87,0.13
Pelly Crossing,Yukon,62.82,-136.57,February,3.18,3.13,3.22,2.84,3.66,0.91
Pelly Crossing,Yukon,62.82,-136.57,January,1.43,1.34,1.42,1.18,1.48,0.24
Pelly Crossing,Yukon,62.82,-136.57,July,3.5,4.8,4.13,5.27,7.89,5.01
Pelly Crossing,Yukon,62.82,-136.57,June,3.81,5.33,4.52,5.89,9.3,5.79
Pelly Crossing,Yukon,62.82,-136.57,March,4.78,5.11,5.02,4.9,6.5,2.38
